"year","state","name","pop","chrstprotpct","chrstcatpct","chrstorthpct","chrstangpct","chrstothrpct","chrstgenpct","judorthpct","judconspct","judrefpct","judothrpct","judgenpct","islmsunpct","islmshipct","islmibdpct","islmnatpct","islmalwpct","islmahmpct","islmothrpct","islmgenpct","budmahpct","budthrpct","budothrpct","budgenpct","zorogenpct","hindgenpct","sikhgenpct","shntgenpct","bahgenpct","taogenpct","jaingenpct","confgenpct","syncgenpct","anmgenpct","nonreligpct","othrgenpct","sumreligpct","total","dualrelig","datatype","sourcereliab","recreliab","reliabilevel","Version","sourcecode"
2010,235,"POR",10642505,0.008,0.825,0.006,3e-04,0.018,0.8573,0,0,0,3e-04,3e-04,0,0,0,0,0,0,0.0085,0.0085,0,0,0.0056,0.0056,0,6e-04,0,0,2e-04,0,0,0,0,0,0.0691,0.0583,0.9417,0.9999,0,24,4,8,"High",1.1,109
1945,255,"GMY",89697000,0.49,0.45,0,0,0.02,0.96,0,0,0,0.0049,0.0049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.0151,0.9849,1,0,1,2,2,"High",1.1,13
1990,255,"GMY",79402000,0.401,0.3552,0.0081,3e-04,0.0233,0.7879,0,0,0,6e-04,6e-04,0,0,0,0,0,0,0.0359,0.0359,0,0,9e-04,9e-04,0,6e-04,0,0,2e-04,0,0,0,1e-04,0,0.1683,0.0056,0.9944,1.0001,0,1,4,7,"Medium",1.1,7
1995,255,"GMY",81661000,0.3525,0.3388,0.014,3e-04,0.0403,0.746,0,0,0,0.0017,0.0017,0,0,0,0,0,0,0.0399,0.0399,0,0,0.001,0.001,0,8e-04,2e-04,0,1e-04,0,0,0,1e-04,0,0.1882,0.022,0.978,1,0,3,99,35,"Low",1.1,99
2000,255,"GMY",82220000,0.3284,0.3308,0.0134,3e-04,0.0122,0.6851,0,0,0,0.0023,0.0023,0,0,0,0,0,0,0.0365,0.0365,0,0,0.001,0.001,0,8e-04,8e-04,0,1e-04,0,0,0,0,0,0.2651,0.0084,0.9916,1.0001,0,3,4,10,"Medium",1.1,83
2005,255,"GMY",82464000,0.3226,0.3177,0.017,3e-04,0.002,0.6597,0,0,0,0.0023,0.0023,0.0303,0.0027,0,0,0.005,0,0.0044,0.0424,0,0,0.001,0.001,0,8e-04,3e-04,0,1e-04,0,0,0,0,0,0.2311,0.0623,0.9377,1,0,3,4,10,"Medium",1.1,83
2010,255,"GMY",81698976,0.3097,0.3146,0.0166,4e-04,0.0666,0.7078,0,0,0,0.0015,0.0015,0.0355,0.0034,0,0,0.0061,0,0.0039,0.049,0,0,0.003,0.003,0,0.0012,3e-04,0,1e-04,0,0,0,0,0,0.23,0.0071,0.9929,1,0,3,4,10,"Medium",1.1,83
1955,260,"GFR",52364000,0.511,0.4465,0,0,0,0.9575,0,0,0,3e-04,3e-04,0,0,0,0,0,0,0.0054,0.0054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.0167,0.9833,0.9999,0,234,5,10,"Medium",1.1,15
1960,260,"GFR",55423000,0.5056,0.46,0,0,0,0.9656,0,0,0,4e-04,4e-04,0,0,0,0,0,0,0.0081,0.0081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235,0.0024,0.9976,1,0,24,3,5,"High",1.1,14
1965,260,"GFR",59041000,0.4918,0.4749,0,0,0,0.9667,0,0,0,7e-04,7e-04,0,0,0,0,0,0,0.012,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,6e-04,0.9994,1,0,234,99,35,"Low",1.1,99
1970,260,"GFR",60714000,0.49,0.446,0,0,0.0097,0.9457,0,0,0,0.001,0.001,0,0,0,0,0,0,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.0073,0.9927,1,0,24,3,5,"High",1.1,14
1975,260,"GFR",61847000,0.48,0.4478,0,0,0.0122,0.94,0,0,0,8e-04,8e-04,0,0,0,0,0,0,0.0199,0.0199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333,0.0061,0.9939,1.0001,0,234,9,28,"Low",1.1,2
1980,260,"GFR",61538000,0.47,0.4532,0,0,0.0135,0.9367,0,0,0,5e-04,5e-04,0,0,0,0,0,0,0.0242,0.0242,0,0,1e-04,1e-04,0,0,0,0,2e-04,0,0,0,0,0,0.0374,9e-04,0.9991,1,0,4,4,30,"Low",1.1,7
1985,260,"GFR",60975000,0.4667,0.4378,0,0,0.023,0.9275,0,0,0,4e-04,4e-04,0,0,0,0,0,0,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.0082,0.9918,1.0001,0,34,2,10,"Medium",1.1,13
1990,260,"GFR",63253000,0.4578,0.4294,0,0,0.0226,0.9098,0,0,0,2e-04,2e-04,0,0,0,0,0,0,0.0236,0.0236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.0064,0.9936,1,0,34,2,10,"Medium",1.1,13
1955,265,"GDR",17944000,0.7368,0.1059,0,0,0,0.8427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0997,0.0576,0.9424,1,0,34,99,35,"Low",1.1,99
1960,265,"GDR",17241000,0.7164,0.1102,0,0,0,0.8266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1397,0.0337,0.9663,1,0,34,9,28,"Low",1.1,2
1965,265,"GDR",17020000,0.6746,0.1116,0,0,0,0.7862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1779,0.036,0.964,1.0001,0,234,99,35,"Low",1.1,99
1970,265,"GDR",17058000,0.622,0.1015,0,0,0,0.7235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2137,0.0628,0.9372,1,0,234,99,35,"Low",1.1,99
1975,265,"GDR",16850000,0.584,0.0944,0,0,0,0.6785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2606,0.0609,0.9391,1,0,34,99,35,"Low",1.1,99
1980,265,"GDR",16737000,0.573,0.0832,0.001,0,0,0.6571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316,0.0268,0.9732,0.9999,0,234,4,10,"Medium",1.1,7
1985,265,"GDR",16644000,0.5317,0.0803,0.0138,0,0,0.6258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3707,0.0035,0.9965,1,0,23,2,8,"High",1.1,13
1945,290,"POL",24182000,0.0096,0.9,0.03,0,4e-04,0.94,0,0,0,0.0103,0.0103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0454,0.0042,0.9958,0.9999,0,34,99,35,"Low",1.1,99
1950,290,"POL",24824000,0.0098,0.91,0.0301,0,2e-04,0.9501,0,0,0,0.006,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435,3e-04,0.9997,0.9999,0,4,4,30,"Low",1.1,7
1955,290,"POL",27281000,0.0097,0.9129,0.0222,0,0.0058,0.9506,0,0,0,0.0018,0.0018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401,0.0074,0.9926,0.9999,0,234,99,35,"Low",1.1,99
1960,290,"POL",29561000,0.0095,0.92,0.014,0,0.0094,0.9528,0,0,0,0.0015,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367,0.0089,0.9911,0.9999,0,234,9,28,"Low",1.1,2
1965,290,"POL",31496000,0.0067,0.92,0.0167,0,0.0125,0.9559,0,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342,0.0088,0.9912,0.9999,0,234,99,35,"Low",1.1,99
1970,290,"POL",32526000,0.0066,0.933,0.0164,0,0.0127,0.9687,0,0,0,8e-04,8e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305,1e-04,0.9999,1.0001,0,34,4,10,"Medium",1.1,7
1975,290,"POL",34022000,0.0071,0.9293,0.0163,0,0.017,0.9698,0,0,0,5e-04,5e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295,2e-04,0.9998,1,0,34,99,35,"Low",1.1,99
1980,290,"POL",35578000,0.0072,0.9283,0.0162,0,0.0182,0.9699,0,0,0,3e-04,3e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297,0,1,0.9999,0,234,4,10,"Medium",1.1,7
1985,290,"POL",37203000,0.0084,0.9151,0.0161,0,0.0267,0.9663,0,0,0,2e-04,2e-04,0,0,0,0,0,0,1e-04,1e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282,0.0052,0.9948,1,0,234,2,10,"Medium",1.1,13
1990,290,"POL",38119000,0.0088,0.9182,0.015,0,0.0299,0.972,0,0,0,1e-04,1e-04,0,0,0,0,0,0,1e-04,1e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273,5e-04,0.9995,1,0,4,4,30,"Low",1.1,7
1995,290,"POL",38588000,0.0094,0.9099,0.0141,0,0.0331,0.9665,0,0,0,0,0,0,0,0,0,0,0,1e-04,1e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324,9e-04,0.9991,0.9999,0,234,5,20,"Medium",1.1,1
2000,290,"POL",38765000,0.003,0.898,0.013,0,0.031,0.945,0,0,0,0,0,0,0,0,0,0,0,1e-04,1e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.0049,0.9951,1,0,24,5,20,"Medium",1.1,83
2005,290,"POL",38161000,0.0041,0.8856,0.0132,0,0.0393,0.9423,0,0,0,0,0,0,0,0,0,0,0,1e-04,1e-04,0,0,1e-04,1e-04,0,0,0,0,0,0,0,0,0,0,0.055,0.0026,0.9974,1.0001,0,24,5,20,"Medium",1.1,83
2010,290,"POL",38182920,0.0038,0.8775,0.0132,0,0.01,0.9046,0,0,0,0,0,0,0,0,0,0,0,1e-04,1e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.0152,0.9848,0.9999,0,24,5,20,"Medium",1.1,112
1955,305,"AUS",6947000,0.0622,0.8926,0,0,0.0017,0.9565,0,0,0,0.0016,0.0016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381,0.0038,0.9962,1,0,34,99,35,"Low",1.1,99
1960,305,"AUS",7048000,0.062,0.89,0,0,0.0034,0.9554,0,0,0,0.0015,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377,0.0053,0.9947,0.9999,0,24,4,8,"High",1.1,115
1965,305,"AUS",7271000,0.06,0.85,0,0,0.04,0.95,0,0,0,0.0014,0.0014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.0086,0.9914,1,0,234,5,10,"Medium",1.1,15
1970,305,"AUS",7467000,0.0609,0.8525,0.007,3e-04,0.034,0.9547,0,0,0,0.0013,0.0013,0,0,0,0,0,0,0.0024,0.0024,0,0,1e-04,1e-04,0,0,0,0,3e-04,0,0,0,0,0,0.0409,3e-04,0.9997,1,0,24,4,8,"High",1.1,115
1975,305,"AUS",7579000,0.0601,0.8776,0.008,0,0,0.9457,0,0,0,0.0013,0.0013,0,0,0,0,0,0,0.0039,0.0039,0,0,1e-04,1e-04,0,0,0,0,3e-04,0,0,0,0,0,0.047,0.0018,0.9982,1.0001,0,34,9,28,"Low",1.1,2
1980,305,"AUS",7555338,0.056,0.8468,0,0,0,0.9029,0,0,0,9e-04,9e-04,0,0,0,0,0,0,0.0102,0.0102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0598,0.0262,0.9738,1,0,24,4,8,"High",1.1,115
1985,305,"AUS",7578000,0.0558,0.8333,0.009,3e-04,0.029,0.9274,0,0,0,0.0012,0.0012,0,0,0,0,0,0,0.0122,0.0122,0,0,2e-04,2e-04,0,0,0,0,3e-04,0,0,0,0,0,0.0585,3e-04,0.9997,1.0001,0,34,2,10,"Medium",1.1,13
1990,305,"AUS",7729000,0.0499,0.7825,0,0,0,0.8324,0,0,0,9e-04,9e-04,0,0,0,0,0,0,0.0204,0.0204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0862,0.0601,0.9399,1,0,24,4,8,"High",1.1,115
1995,305,"AUS",8047000,0.0528,0.7841,0.0096,3e-04,0.0226,0.8695,0,0,0,0.0011,0.0011,0,0,0,0,0,0,0.0301,0.0301,0,0,7e-04,7e-04,0,5e-04,1e-04,0,3e-04,0,0,1e-04,2e-04,0,0.087,0.0104,0.9896,1,0,234,5,20,"Medium",1.1,1
2000,305,"AUS",8211000,0.0468,0.7382,0,0,0,0.785,0,0,0,0.001,0.001,0,0,0,0,0,0,0.0422,0.0422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1199,0.0518,0.9482,0.9999,0,24,4,8,"High",1.1,115
2005,305,"AUS",8233000,0.0539,0.6942,0.0051,0,0.0102,0.7634,0,0,0,0.001,0.001,0,0,0,0,0,0,0.0452,0.0452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1384,0.0519,0.9481,0.9999,0,4,4,30,"Low",1.1,99
2010,305,"AUS",8389771,0.06,0.64,0.01,0,0.02,0.73,0,0,0,0.001,0.001,0,0,0,0,0,0,0.0475,0.0475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1542,0.0673,0.9327,1,0,24,5,10,"Medium",1.1,83
1945,310,"HUN",9024000,0.26,0.6134,0.025,0,0,0.8984,0,0,0,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0803,0.0043,0.9957,1,0,34,99,35,"Low",1.1,99
1950,310,"HUN",9341000,0.26,0.6134,0.025,0,0,0.8984,0,0,0,0.0143,0.0143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0803,0.0069,0.9931,0.9999,0,24,4,5,"High",1.1,117
1955,310,"HUN",9825000,0.2519,0.6097,0.0268,0,0,0.8883,0,0,0,0.0119,0.0119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0993,5e-04,0.9995,1,0,34,5,24,"Medium",1.1,15
1960,310,"HUN",9984000,0.2491,0.6,0.0289,0,0,0.8779,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1061,0.006,0.994,1,0,234,9,28,"Low",1.1,2
1965,310,"HUN",10153000,0.2452,0.5907,0.0282,0,0,0.8641,0,0,0,0.0094,0.0094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1193,0.0072,0.9928,1,0,34,8,28,"Low",1.1,20
1970,310,"HUN",10337000,0.2411,0.5739,0.0265,0,0,0.8414,0,0,0,0.0087,0.0087,0,0,0,0,0,0,2e-04,2e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1416,0.008,0.992,0.9999,0,34,4,10,"Medium",1.1,7
1975,310,"HUN",10532000,0.2302,0.5571,0.0249,0,0,0.8121,0,0,0,0.0088,0.0088,0,0,0,0,0,0,5e-04,5e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1539,0.0246,0.9754,0.9999,0,34,9,28,"Low",1.1,2
1980,310,"HUN",10707000,0.2201,0.5418,0.0249,0,0,0.7868,0,0,0,0.0089,0.0089,0,0,0,0,0,0,9e-04,9e-04,0,0,1e-04,1e-04,0,0,0,0,0,0,0,0,0,0,0.1661,0.0373,0.9627,1.0001,0,34,5,24,"Medium",1.1,1
1985,310,"HUN",10579000,0.2164,0.5422,0.0256,0,0,0.7842,0,0,0,0.0092,0.0092,0,0,0,0,0,0,0.0012,0.0012,0,0,1e-04,1e-04,0,0,0,0,0,0,0,0,0,0,0.183,0.0223,0.9777,1,0,34,2,10,"Medium",1.1,13
1990,310,"HUN",10365000,0.2111,0.5394,0.0266,0,0,0.777,0,0,0,0.0096,0.0096,0,0,0,0,0,0,0.0016,0.0016,0,0,1e-04,1e-04,0,0,0,0,0,0,0,0,0,0,0.202,0.0096,0.9904,0.9999,0,234,4,10,"Medium",1.1,7
1995,310,"HUN",10229000,0.204,0.5323,0.0273,0,0,0.7637,0,0,0,0.0055,0.0055,0,0,0,0,0,0,0.002,0.002,0,0,2e-04,2e-04,0,0,0,0,0,0,0,0,0,0,0.2201,0.0085,0.9915,1,0,34,5,24,"Medium",1.1,1
2000,310,"HUN",10036000,0.1947,0.5187,0.0279,0,0.0024,0.7436,0,0,0,0.0013,0.0013,0,0,0,0,0,0,3e-04,3e-04,0,0,5e-04,5e-04,0,0,0,0,0,0,0,0,0,0,0.2052,0.0491,0.9509,1,0,24,4,5,"High",1.1,116
2005,310,"HUN",10087000,0.1861,0.4899,0.0234,0,0.0012,0.7005,0,0,0,0.0012,0.0012,0,0,0,0,0,0,4e-04,4e-04,0,0,3e-04,3e-04,0,0,0,0,0,0,0,0,0,0,0.2354,0.0623,0.9377,1.0001,0,34,4,10,"Medium",1.1,99
2010,310,"HUN",9900000,0.1818,0.4725,0.0194,0,0,0.6736,0,0,0,0.0011,0.0011,0,0,0,0,0,0,5e-04,5e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2716,0.0532,0.9468,1,0,24,4,5,"High",1.1,117
1945,315,"CZE",14150000,0.0848,0.6572,0.0066,0,0,0.7486,0,0,0,0.0035,0.0035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2477,1e-04,0.9999,0.9999,0,4,5,30,"Low",1.1,15
1950,315,"CZE",12389000,0.0845,0.7265,0.01,0,0,0.821,0,0,0,0.0033,0.0033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1719,0.0037,0.9963,0.9999,0,234,4,10,"Medium",1.1,7
1955,315,"CZE",13093000,0.0837,0.689,0.0126,0,0,0.7852,0,0,0,0.0025,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.0023,0.9977,1,0,34,99,35,"Low",1.1,99
1960,315,"CZE",13654000,0.0879,0.6622,0.015,0,0,0.7651,0,0,0,0.0017,0.0017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0.0032,0.9968,1,0,234,9,28,"Low",1.1,2
1965,315,"CZE",14159000,0.0879,0.64,0.0174,0,0,0.7453,0,0,0,0.0011,0.0011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.0036,0.9964,1,0,234,8,28,"Low",1.1,20
1970,315,"CZE",14334000,0.0886,0.6495,0.02,0,0,0.7581,0,0,0,9e-04,9e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,9e-04,0.9991,0.9999,0,34,4,10,"Medium",1.1,7
1975,315,"CZE",14802000,0.0958,0.643,0.0167,0,0,0.7555,0,0,0,8e-04,8e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.0037,0.9963,1,0,34,9,28,"Low",1.1,2
1980,315,"CZE",15311000,0.101,0.6398,0.0136,0,0,0.7544,0,0,0,7e-04,7e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.0049,0.9951,1,0,234,4,10,"Medium",1.1,7
1985,315,"CZE",15499000,0.0698,0.6564,0.0097,0,0,0.7359,0,0,0,5e-04,5e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.0035,0.9965,0.9999,0,24,2,5,"High",1.1,13
1990,315,"CZE",15661000,0.0441,0.6564,0.0069,0,0,0.7074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.0026,0.9974,1,0,4,2,30,"Low",1.1,13
1995,316,"CZR",10331000,0.0277,0.2651,0.0048,1e-04,0,0.2978,0,0,0,7e-04,7e-04,0,0,0,0,0,0,1e-04,1e-04,0,0,0.001,0.001,0,0,0,0,1e-04,0,0,0,3e-04,0,0.66,0.04,0.96,1,0,34,5,24,"Medium",1.1,1
2000,316,"CZR",10244000,0.0311,0.2679,0.003,0,4e-04,0.3025,0,0,0,4e-04,4e-04,0,0,0,0,0,0,4e-04,4e-04,0,0,7e-04,7e-04,0,1e-04,0,0,0,0,0,0,0,0,0.5904,0.1056,0.8944,1.0001,0,24,4,5,"High",1.1,118
2005,316,"CZR",10234000,0.0241,0.2356,0.0015,0,2e-04,0.2614,0,0,0,5e-04,5e-04,0,0,0,0,0,0,2e-04,2e-04,0,0,3e-04,3e-04,0,1e-04,0,0,0,0,0,0,0,0,0.6854,0.052,0.948,0.9999,0,34,5,8,"Medium",1.1,99
2010,316,"CZR",10535111,0.0166,0.1972,0,0,0,0.2138,0,0,0,7e-04,7e-04,0,0,0,0,0,0,1e-04,1e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7575,0.0279,0.9721,1,0,24,4,5,"High",1.1,119
1995,317,"SLO",5364000,0.0822,0.6043,0.0404,0,0,0.7269,0,0,0,2e-04,2e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0977,0.1752,0.8248,1,0,234,4,5,"High",1.1,120
2000,317,"SLO",5387000,0.0994,0.6893,0.0502,0,0,0.8389,0,0,0,4e-04,4e-04,0,0,0,0,0,0,1e-04,1e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1296,0.0309,0.9691,0.9999,0,24,4,5,"High",1.1,120
2005,317,"SLO",5387000,0.0936,0.657,0.049,0,0,0.7996,0,0,0,4e-04,4e-04,0,0,0,0,0,0,1e-04,1e-04,0,0,0,0,0,0,0,0,2e-04,0,0,0,0,0,0.1325,0.0672,0.9328,1,0,34,5,10,"Medium",1.1,99
2010,317,"SLO",5434143,0.0872,0.6202,0.0474,0,0,0.7548,0,0,0,4e-04,4e-04,0,0,0,0,0,0,1e-04,1e-04,0,0,0,0,0,0,0,0,2e-04,0,0,0,0,0,0.1344,0.11,0.89,0.9999,0,24,4,5,"High",1.1,120
1945,325,"ITA",45090000,0,0.9776,0,0,0.0042,0.9818,0,0,0,0.0011,0.0011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0.0168,2e-04,0.9998,1,0,34,5,24,"Medium",1.1,15
1950,325,"ITA",47104000,0,0.96,0,0,0.0043,0.9643,0,0,0,9e-04,9e-04,0,0,0,0,0,0,1e-04,1e-04,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0.0345,1e-04,0.9999,1,0,1,4,7,"Medium",1.1,7
1955,325,"ITA",48633000,0,0.9408,0,0,0.0041,0.9449,0,0,0,8e-04,8e-04,0,0,0,0,0,0,3e-04,3e-04,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0.0538,1e-04,0.9999,1,0,34,5,24,"Medium",1.1,15
1960,325,"ITA",50200000,0.002,0.9221,0,0,0.0018,0.9259,0,0,0,8e-04,8e-04,0,0,0,0,0,0,5e-04,5e-04,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0.0726,1e-04,0.9999,1,0,234,6,28,"Low",1.1,18
1965,325,"ITA",52112000,0.0017,0.8986,0,0,0.0018,0.9021,0,0,0,7e-04,7e-04,0,0,0,0,0,0,6e-04,6e-04,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0.0964,0,1,0.9999,0,34,99,35,"Low",1.1,99
1970,325,"ITA",53822000,0.0015,0.88,0,0,0.0018,0.8833,0,0,0,7e-04,7e-04,0,0,0,0,0,0,8e-04,8e-04,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0.1149,2e-04,0.9998,1,0,4,4,30,"Low",1.1,7
1975,325,"ITA",55441000,0.0013,0.8652,0,0,0.0019,0.8684,0,0,0,7e-04,7e-04,0,0,0,0,0,0,0.0033,0.0033,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0.121,0.0065,0.9935,1,0,34,99,35,"Low",1.1,99
1980,325,"ITA",56434000,0.0012,0.8608,0,0,0.002,0.864,0,0,0,7e-04,7e-04,0,0,0,0,0,0,0.0057,0.0057,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0.1282,0.0013,0.9987,1,0,234,5,20,"Medium",1.1,1
1985,325,"ITA",57141000,9e-04,0.852,0,0,0.0021,0.855,0,0,0,7e-04,7e-04,0,0,0,0,0,0,0.0081,0.0081,0,0,1e-04,1e-04,0,0,0,0,1e-04,0,0,0,0,0,0.1359,3e-04,0.9997,1.0002,0,34,4,10,"Medium",1.1,7
1990,325,"ITA",57661000,0,0.8418,0,0,0.0022,0.8441,0,0,0,7e-04,7e-04,0,0,0,0,0,0,0.0104,0.0104,0,0,1e-04,1e-04,0,0,0,0,1e-04,0,0,0,7e-04,0,0.1436,3e-04,0.9997,1,0,234,5,20,"Medium",1.1,1
1995,325,"ITA",57301000,0,0.8304,0,0,0.0024,0.8328,0,0,0,7e-04,7e-04,0,0,0,0,0,0,0.0112,0.0112,0,0,1e-04,1e-04,0,0,0,0,1e-04,0,0,0,7e-04,0,0.1536,8e-04,0.9992,1,0,234,5,20,"Medium",1.1,1
2000,325,"ITA",57298000,0.0044,0.85,0,0,0,0.8544,0,0,0,5e-04,5e-04,0,0,0,0,0,0,0.0166,0.0166,0,0,0.0011,0.0011,0,0,0,0,0,0,0,0,0,0,0.1257,0.0018,0.9982,1.0001,0,2,4,7,"High",1.1,83
2005,325,"ITA",58607000,0.0061,0.8529,0,0,0,0.859,0,0,0,5e-04,5e-04,0,0,0,0,0,0,0.0171,0.0171,0,0,0.001,0.001,0,0.0013,0,0,0,0,0,0,0,0,0.1109,0.0102,0.9898,1,0,2,4,7,"High",1.1,83
2010,325,"ITA",60483224,0,0.7913,0,0,0.0026,0.7939,0,0,0,6e-04,6e-04,0,0,0,0,0,0,0.0116,0.0116,0,0,1e-04,1e-04,0,1e-04,4e-04,0,1e-04,0,0,0,8e-04,0,0.1868,0.0055,0.9945,0.9999,0,2,4,7,"High",1.1,83
1995,331,"SNM",25000,0,0.8972,0,0,0.0147,0.912,0,0,0,0,0,0,0,0,0,0,0,2e-04,2e-04,0,0,0,0,0,0,0,0,0.0079,0,0,0,0,0,0.07,0.01,0.99,1.0001,0,34,9,28,"Low",1.1,2
2000,331,"SNM",27000,0,0.95,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,2e-04,2e-04,0,0,0,0,0,0,0,0,0.0091,0,0,0,0,0,0.037,0.0037,0.9963,1,0,24,4,7,"High",1.1,83
2005,331,"SNM",31000,0,0.95,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,2e-04,2e-04,0,0,0,0,0,0,0,0,0.0091,0,0,0,0,0,0.0387,0.002,0.998,1,0,24,4,7,"High",1.1,83
2010,331,"SNM",32544,0,0.8308,0,0,0.0323,0.8631,0,0,0,0,0,0,0,0,0,0,0,2e-04,2e-04,0,0,0,0,0,0,0,0,0.0091,0,0,0,0,0,0.106,0.0216,0.9784,1,0,24,8,20,"Medium",1.1,102
