"year","state","name","pop","chrstprotpct","chrstcatpct","chrstorthpct","chrstangpct","chrstothrpct","chrstgenpct","judorthpct","judconspct","judrefpct","judothrpct","judgenpct","islmsunpct","islmshipct","islmibdpct","islmnatpct","islmalwpct","islmahmpct","islmothrpct","islmgenpct","budmahpct","budthrpct","budothrpct","budgenpct","zorogenpct","hindgenpct","sikhgenpct","shntgenpct","bahgenpct","taogenpct","jaingenpct","confgenpct","syncgenpct","anmgenpct","nonreligpct","othrgenpct","sumreligpct","total","dualrelig","datatype","sourcereliab","recreliab","reliabilevel","Version","sourcecode"
1970,211,"BEL",9656000,0.008,0.8992,0.0062,0.0013,0.0115,0.9262,0,0,0,0.0034,0.0034,0,0,0,0,0,0,0.0094,0.0094,0,0,4e-04,4e-04,0,0,0,0,2e-04,0,0,1e-04,1e-04,1e-04,0.0599,3e-04,0.9997,1.0001,0,4,4,30,"Low",1.1,7
1975,211,"BEL",9795000,0.0114,0.8741,0.0063,0.0013,0.0128,0.9058,0,0,0,0.0033,0.0033,0,0,0,0,0,0,0.0102,0.0102,0,0,4e-04,4e-04,0,0,0,0,2e-04,0,0,3e-04,2e-04,1e-04,0.06,0.0194,0.9806,0.9999,0,34,9,28,"Low",1.1,2
1980,211,"BEL",9847000,0.0148,0.8572,0.0064,0.0013,0.0142,0.8938,0,0,0,0.0033,0.0033,0,0,0,0,0,0,0.0112,0.0112,0,0,4e-04,4e-04,0,0,0,0,2e-04,0,0,5e-04,2e-04,2e-04,0.0607,0.0295,0.9705,1,0,34,4,10,"Medium",1.1,7
1985,211,"BEL",9858000,0.0133,0.844,0.0063,0.0012,0.0125,0.8773,0,0,0,0.0033,0.0033,0,0,0,0,0,0,0.0203,0.0203,0,0,0.0012,0.0012,0,0,0,0,2e-04,0,0,6e-04,3e-04,2e-04,0.0941,0.0025,0.9975,1,0,234,2,10,"Medium",1.1,13
1990,211,"BEL",9967000,0.0117,0.8227,0.0061,0.0011,0.0107,0.8524,0,0,0,0.0032,0.0032,0,0,0,0,0,0,0.0316,0.0316,0,0,0.002,0.002,0,0,0,0,2e-04,0,0,8e-04,4e-04,3e-04,0.108,0.0011,0.9989,1,0,34,4,10,"Medium",1.1,7
1995,211,"BEL",10137000,0.0099,0.7854,0.0059,0.001,0.0088,0.8111,0,0,0,0.0032,0.0032,0,0,0,0,0,0,0.0398,0.0398,0,0,0.0022,0.0022,0,0,0,0,2e-04,0,0,7e-04,4e-04,2e-04,0.1387,0.0034,0.9966,0.9999,0,34,9,28,"Low",1.1,2
2000,211,"BEL",10161000,0.0093,0.75,0.0098,0.0021,0.0072,0.7784,0,0,0,0.0039,0.0039,0.031,0.0034,0,0,0,0,0,0.0344,0,0,0.002,0.002,0,0,0,0,0,0,0,0,0,0,0.15,0.0312,0.9688,0.9999,0,24,2,10,"Medium",1.1,83
2005,211,"BEL",10473000,0.0126,0.75,0.0067,0.001,0.0069,0.7772,0,0,0,0.0048,0.0048,0.0344,0.0038,0,0,0,0,0,0.0382,0,0,0.001,0.001,0,6e-04,3e-04,0,0,0,0,0,2e-04,0,0.1734,0.0044,0.9956,1.0001,0,24,2,10,"Medium",1.1,83
2010,211,"BEL",10876395,0.01,0.625,0.006,0.001,0.05,0.692,0,0,0,0.0028,0.0028,0.045,0.005,0,0,0,0,0,0.05,0,0,0.003,0.003,0,7e-04,3e-04,0,0,0,0,0,0,0,0.192,0.0593,0.9407,1.0001,0,24,2,10,"Medium",1.1,83
1945,212,"LUX",283000,0.0088,0.9653,1e-04,3e-04,0.0138,0.9883,0,0,0,0.0031,0.0031,0,0,0,0,0,0,2e-04,2e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025,0.006,0.994,1.0001,0,34,3,10,"Medium",1.1,14
1950,212,"LUX",296000,0.0149,0.9632,2e-04,3e-04,0.0142,0.9928,0,0,0,0.0024,0.0024,0,0,0,0,0,0,3e-04,3e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023,0.0022,0.9978,1,0,24,4,5,"Medium",1.1,7
1955,212,"LUX",305000,0.0163,0.9608,4e-04,4e-04,0.0148,0.9927,0,0,0,0.0022,0.0022,0,0,0,0,0,0,7e-04,7e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022,0.0022,0.9978,1,0,34,99,35,"Low",1.1,99
1960,212,"LUX",314000,0.0177,0.9586,6e-04,5e-04,0.0153,0.9927,0,0,0,0.002,0.002,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0.0021,0.0021,0.9979,1,0,234,3,10,"Medium",1.1,14
1965,212,"LUX",332000,0.0185,0.9352,8e-04,5e-04,0.0154,0.9705,0,0,0,0.002,0.002,0,0,0,0,0,0,0.0012,0.0012,0,0,0,0,0,0,0,0,0.0015,0,0,0,0,0,0.0218,0.003,0.997,1,0,34,8,28,"Low",1.1,20
1970,212,"LUX",339000,0.0198,0.9215,0.001,6e-04,0.016,0.9588,0,0,0,0.0021,0.0021,0,0,0,0,0,0,0.0015,0.0015,0,0,0,0,0,0,0,0,0.0029,0,0,0,0,0,0.0319,0.0028,0.9972,1,0,34,4,10,"Medium",1.1,7
1975,212,"LUX",359000,0.019,0.9216,0.001,6e-04,0.0159,0.9581,0,0,0,0.002,0.002,0,0,0,0,0,0,0.0038,0.0038,0,0,0,0,0,0,0,0,0.0029,0,0,0,0,0,0.0319,0.0014,0.9986,1.0001,0,34,99,35,"Low",1.1,99
1980,212,"LUX",364000,0.0191,0.918,0.001,5e-04,0.0165,0.9551,0,0,0,0.002,0.002,0,0,0,0,0,0,0.006,0.006,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0.0332,7e-04,0.9993,1,0,234,5,20,"Medium",1.1,1
1985,212,"LUX",367000,0.0193,0.9134,0.0017,9e-04,0.0169,0.9522,0,0,0,0.0019,0.0019,0,0,0,0,0,0,0.008,0.008,0,0,0,0,0,0,0,0,0.0031,0,0,0,0,0,0.0347,1e-04,0.9999,1,0,234,2,10,"Medium",1.1,13
1990,212,"LUX",382000,0.0188,0.8838,0.0024,0.0012,0.0173,0.9235,0,0,0,0.0018,0.0018,0,0,0,0,0,0,0.0102,0.0102,0,0,0,0,0,0,0,0,0.0034,0,0,0,0,0,0.0606,4e-04,0.9996,0.9999,0,34,4,10,"Medium",1.1,7
1995,212,"LUX",410000,0.0193,0.88,0.0023,0.0012,0.0164,0.9191,0,0,0,0.0017,0.0017,0,0,0,0,0,0,0.0143,0.0143,0,0,0,0,0,0,0,0,0.0032,0,0,0,0,0,0.0614,3e-04,0.9997,1,0,34,5,24,"Medium",1.1,1
2000,212,"LUX",431000,0.0186,0.9,0.0035,0.0011,0.0158,0.939,0,0,0,0.0014,0.0014,0.0139,0,0,0,0,0,0,0.0139,0,0,0,0,0,0,0,0,0.0032,0,0,0,0,0,0.0413,0.0013,0.9987,1.0001,0,24,4,10,"Medium",1.1,83
2005,212,"LUX",465000,0.0176,0.9,0.0108,0,0.0097,0.9381,0,0,0,0.0014,0.0014,0.0194,0,0,0,0,0,0,0.0194,0,0,0,0,0,0,0,0,0.0032,0,0,0,0,0,0.0376,4e-04,0.9996,1.0001,0,24,4,10,"Medium",1.1,83
2010,212,"LUX",505838,0.0168,0.88,0.0049,0,0.0089,0.9106,0,0,0,0.0012,0.0012,0.0181,0.002,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.0031,0,0,0,0,0,0.0496,0.0154,0.9846,0.9999,0,24,4,10,"Medium",1.1,83
1945,220,"FRN",39700000,0.0199,0.9169,0.001,1e-04,2e-04,0.938,0,0,0,0.0092,0.0092,0,0,0,0,0,0,0.0042,0.0042,0,0,0,0,0,1e-04,0,0,0,0,0,0,1e-04,1e-04,0.0481,0,1,0.9998,0,34,99,35,"Low",1.1,99
1950,220,"FRN",41736000,0.02,0.9,0.0019,1e-04,7e-04,0.9227,0,0,0,0.0096,0.0096,0,0,0,0,0,0,0.0048,0.0048,0,0,1e-04,1e-04,0,1e-04,0,0,0,0,0,0,2e-04,2e-04,0.0597,0.0025,0.9975,0.9999,0,4,4,30,"Low",1.1,7
1955,220,"FRN",43428000,0.0203,0.87,0.0036,2e-04,0.003,0.897,0,0,0,0.01,0.01,0,0,0,0,0,0,0.0055,0.0055,0,0,2e-04,2e-04,0,2e-04,0,0,0,0,0,0,3e-04,5e-04,0.0736,0.0127,0.9873,1,0,34,99,35,"Low",1.1,99
1960,220,"FRN",45684000,0.0202,0.8408,0.0051,2e-04,0.0051,0.8714,0,0,0,0.0104,0.0104,0,0,0,0,0,0,0.006,0.006,0,0,3e-04,3e-04,0,3e-04,0,0,0,0,0,0,4e-04,7e-04,0.0853,0.0252,0.9748,1,0,234,9,28,"Low",1.1,4
1965,220,"FRN",48758000,0.0199,0.83,0.0063,3e-04,0.0068,0.8633,0,0,0,0.0105,0.0105,0,0,0,0,0,0,0.0167,0.0167,0,0,4e-04,4e-04,0,3e-04,0,0,1e-04,0,0,0,5e-04,8e-04,0.0944,0.013,0.987,1,0,34,8,28,"Low",1.1,20
1970,220,"FRN",50768000,0.02,0.82,0.0076,3e-04,0.0085,0.8564,0,0,0,0.0108,0.0108,0,0,0,0,0,0,0.0267,0.0267,0,0,5e-04,5e-04,0,4e-04,0,0,1e-04,0,0,0,6e-04,0.001,0.1006,0.003,0.997,1.0001,0,4,4,30,"Low",1.1,7
1975,220,"FRN",52699000,0.0214,0.7936,0.0075,3e-04,0.0143,0.837,0,0,0,0.0103,0.0103,0,0,0,0,0,0,0.0304,0.0304,0,0,0.0018,0.0018,0,5e-04,0,0,1e-04,0,0,0,6e-04,0.0011,0.114,0.0041,0.9959,0.9999,0,34,99,35,"Low",1.1,99
1980,220,"FRN",53880000,0.0229,0.7797,0.0076,3e-04,0.02,0.8305,0,0,0,0.01,0.01,0,0,0,0,0,0,0.0343,0.0343,0,0,0.0031,0.0031,0,6e-04,0,0,1e-04,0,0,0,5e-04,0.0013,0.119,6e-04,0.9994,1,0,234,4,10,"Medium",1.1,7
1985,220,"FRN",55284000,0.02,0.7633,0.0093,3e-04,0.0253,0.8182,0,0,0,0.0101,0.0101,0,0,0,0,0,0,0.0299,0.0299,0,0,0.0039,0.0039,0,6e-04,0,0,1e-04,0,0,0,8e-04,0.0014,0.1345,4e-04,0.9996,0.9999,0,234,2,10,"Medium",1.1,13
1990,220,"FRN",56735000,0.02,0.725,0.0109,2e-04,0.0303,0.7864,0,0,0,0.0101,0.0101,0,0,0,0,0,0,0.0319,0.0319,0,0,0.0054,0.0054,0,7e-04,0,0,1e-04,0,0,0,0.0021,0.0015,0.1615,2e-04,0.9998,0.9999,0,234,4,10,"Medium",1.1,7
1995,220,"FRN",58139000,0.02,0.6891,0.0113,2e-04,0.0351,0.7558,0,0,0,0.01,0.01,0,0,0,0,0,0,0.0461,0.0461,0,0,0.0065,0.0065,0,7e-04,0,0,1e-04,0,0,0,0.0026,0.0017,0.1752,0.0014,0.9986,1.0001,0,34,5,24,"Medium",1.1,1
2000,220,"FRN",59080000,0.0195,0.6728,0.0015,3e-04,0.0317,0.7257,0,0,0,0.0105,0.0105,0.0669,0.0085,0,0,0,0,0,0.0753,0,0,0.0101,0.0101,0,0,0,0,0,0,0,0,0,0,0.1777,7e-04,0.9993,1,0,234,4,10,"Medium",1.1,83
2005,220,"FRN",60996000,0.02,0.65,0.0015,2e-04,0.0234,0.6951,0,0,0,0.0098,0.0098,0.0787,0.0115,0,0,0,0,0,0.0902,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0.0036,0.0018,0.175,0.0145,0.9855,1,0,234,4,10,"Medium",1.1,83
2010,220,"FRN",62722560,0.02,0.645,0.0117,2e-04,0.025,0.7019,0,0,0,0.0077,0.0077,0.0717,0.0072,0,0,0,0,0,0.0789,0,0,0.0104,0.0104,0,8e-04,0,0,0,0,0,0,0.0036,0.0018,0.1915,0.0035,0.9965,1.0001,0,234,4,10,"Medium",1.1,83
1995,221,"MNC",32000,0.0219,0.8681,0,0.0106,0.0089,0.9095,0,0,0,0.0168,0.0168,0,0,0,0,0,0,0.0043,0.0043,0,0,0,0,0,0,0,0,0.0016,0,0,0,0,0,0.0677,1e-04,0.9999,1,0,34,5,24,"Medium",1.1,1
2000,221,"MNC",32883,0.0701,0.7713,0.0074,0.0103,0,0.8591,0,0,0,0.0152,0.0152,0,0,0,0,0,0,0.0364,0.0364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076,0.0133,0.9867,1,0,24,4,10,"Medium",1.1,83
2005,221,"MNC",32100,0.0505,0.7812,0.0128,0.0091,0,0.8536,0,0,0,0.0156,0.0156,0,0,0,0,0,0,0.0227,0.0227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1055,0.0027,0.9973,1.0001,0,34,99,28,"Low",1.1,99
2010,221,"MNC",33105,0.0283,0.7488,0.0175,0.0075,0,0.802,0,0,0,0.0151,0.0151,0,0,0,0,0,0,0.008,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129,0.0459,0.9541,1,0,24,4,10,"Medium",1.1,83
1990,223,"LIE",29000,0.0738,0.7586,0,0,0.1028,0.9352,0,0,0,0.0014,0.0014,0,0,0,0,0,0,0.0207,0.0207,0,0,0,0,0,0,0,0,0.0024,0,0,0,0,0,0.03,0.0103,0.9897,1,0,1,4,7,"Medium",1.1,7
1995,223,"LIE",31000,0.0824,0.7487,0,0,0.0859,0.917,0,0,0,0.0013,0.0013,0,0,0,0,0,0,0.0425,0.0425,0,0,0,0,0,0,0,0,0.0013,0,0,0,0,0,0.033,0.0048,0.9952,0.9999,0,3,99,35,"Low",1.1,99
2000,223,"LIE",33000,0.0836,0.7916,0.0111,0,0.0012,0.8874,0,0,0,8e-04,8e-04,0,0,0,0,0,0,0.0483,0.0483,0,0,0.002,0.002,0,0,0,0,3e-04,0,0,0,0,0,0.0285,0.0327,0.9673,1,0,24,4,7,"High",1.1,94
2005,223,"LIE",35000,0.0832,0.7653,0.0111,0,0.002,0.8617,0,0,0,9e-04,9e-04,0,0,0,0,0,0,0.0507,0.0507,0,0,0,0,0,0,0,0,3e-04,0,0,0,0,0,0.036,0.0503,0.9497,0.9999,0,34,99,35,"Low",1.1,99
2010,223,"LIE",35760,0.0856,0.7676,0.0116,0,0.0029,0.8678,0,0,0,0.0011,0.0011,0,0,0,0,0,0,0.0548,0.0548,0,0,0.0041,0.0041,0,0,0,0,3e-04,0,0,0,0,0,0.0546,0.0173,0.9827,1,0,24,4,7,"High",1.1,94
1945,225,"SWZ",4412000,0.5139,0.4767,7e-04,0.0018,0,0.993,0,0,0,0.0044,0.0044,0,0,0,0,0,0,4e-04,4e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022,0,1,1,0,34,5,24,"Medium",1.1,15
1950,225,"SWZ",4694000,0.5349,0.4557,0.0011,0.0017,0,0.9934,0,0,0,0.0038,0.0038,0,0,0,0,0,0,4e-04,4e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023,1e-04,0.9999,1,0,24,4,5,"Medium",1.1,7
1955,225,"SWZ",4980000,0.5422,0.4458,0.0016,0.0017,0,0.9913,0,0,0,0.0038,0.0038,0,0,0,0,0,0,5e-04,5e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044,0,1,1,0,34,5,24,"Medium",1.1,15
1960,225,"SWZ",5362000,0.5224,0.4256,0.002,0.0017,0.0382,0.99,0,0,0,0.0037,0.0037,0,0,0,0,0,0,5e-04,5e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0054,4e-04,0.9996,1,0,234,5,10,"Medium",1.1,15
1965,225,"SWZ",5856000,0.4853,0.4,0.0024,0.0016,0.0892,0.9785,0,0,0,0.0035,0.0035,0,0,0,0,0,0,0.0017,0.0017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0083,0.0081,0.9919,1.0001,0,34,8,28,"Low",1.1,20
1970,225,"SWZ",6267000,0.46,0.4388,0.0027,0.0016,0.0785,0.9816,0,0,0,0.0034,0.0034,0,0,0,0,0,0,0.0027,0.0027,0,0,3e-04,3e-04,0,3e-04,0,0,5e-04,0,0,0,0,0,0.0108,4e-04,0.9996,1,0,34,4,10,"Medium",1.1,7
1975,225,"SWZ",6405000,0.4827,0.4929,0.0031,0.0016,0,0.9803,0,0,0,0.0034,0.0034,0,0,0,0,0,0,0.0027,0.0027,0,0,3e-04,3e-04,0,3e-04,0,0,5e-04,0,0,0,0,0,0.0124,0,1,0.9999,0,34,9,28,"Low",1.1,2
1980,225,"SWZ",6319000,0.4535,0.4821,0.0059,0.0017,0.003,0.9463,0,0,0,0.0029,0.0029,0,0,0,0,0,0,0.009,0.009,0,0,3e-04,3e-04,0,4e-04,0,0,6e-04,0,0,0,0,0,0.0382,0.0024,0.9976,1.0001,0,24,4,7,"High",1.1,105
1985,225,"SWZ",6470000,0.4377,0.4815,0.0084,0.001,0.0019,0.9306,0,0,0,0.0028,0.0028,0,0,0,0,0,0,0.0161,0.0161,0,0,2e-04,2e-04,0,3e-04,0,0,0,0,0,0,0,0,0.0495,6e-04,0.9994,1.0001,0,234,2,10,"Medium",1.1,13
1990,225,"SWZ",6750000,0.4145,0.4717,0.0106,3e-04,0.0012,0.8984,0,0,0,0.0026,0.0026,0,0,0,0,0,0,0.0225,0.0225,0,0,2e-04,2e-04,0,3e-04,0,0,0,0,0,0,0,0,0.0757,4e-04,0.9996,1.0001,0,24,4,7,"High",1.1,105
1995,225,"SWZ",7041000,0.3811,0.4435,0.0144,0.0011,0.025,0.8652,0,0,0,0.0025,0.0025,0,0,0,0,0,0,0.0329,0.0329,0,0,0.0015,0.0015,0,0.0017,0,0,3e-04,0,0,0,0,0,0.0938,0.0021,0.9979,1,0,34,99,35,"Low",1.1,99
2000,225,"SWZ",7386000,0.3478,0.4145,0.0179,0.0018,0.0466,0.8285,0,0,0,0.0024,0.0024,0,0,0,0,0,0,0.0421,0.0421,0,0,0.0027,0.0027,0,0.0031,0,0,5e-04,0,0,0,0,0,0.1096,0.0111,0.9889,1,0,24,4,7,"High",1.1,105
2005,225,"SWZ",7437000,0.3584,0.44,0.01,0.0018,0.0515,0.8617,0,0,0,0.0024,0.0024,0,0,0,0,0,0,0.042,0.042,0,0,0.0032,0.0032,0,0.0031,0,0,5e-04,0,0,0,0,0,0.0828,0.0042,0.9958,0.9999,0,34,99,35,"Low",1.1,99
2010,225,"SWZ",7825122,0.2803,0.4741,0.01,0,0.0411,0.8056,0,0,0,0.0022,0.0022,0,0,0,0,0,0,0.0411,0.0411,0,0,0.0032,0.0032,0,0.0031,0,0,5e-04,0,0,0,0,0,0.1342,0.0099,0.9901,0.9998,0,24,4,7,"High",1.1,104
1945,230,"SPN",26800000,0.001,0.9804,0,1e-04,5e-04,0.982,0,0,0,3e-04,3e-04,0,0,0,0,0,0,2e-04,2e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0.0159,0.9841,0.9999,0,23,99,35,"Low",1.1,99
1950,230,"SPN",28009000,0.0011,0.9936,0,2e-04,0,0.9949,0,0,0,3e-04,3e-04,0,0,0,0,0,0,2e-04,2e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037,7e-04,0.9993,0.9998,0,4,4,30,"Low",1.1,7
1955,230,"SPN",29199000,7e-04,0.9882,0,2e-04,0,0.9891,0,0,0,3e-04,3e-04,0,0,0,0,0,0,3e-04,3e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0091,0.0012,0.9988,1,0,34,9,28,"Low",1.1,2
1960,230,"SPN",30455000,7e-04,0.9851,0,3e-04,0,0.986,0,0,0,3e-04,3e-04,0,0,0,0,0,0,3e-04,3e-04,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0.0132,1e-04,0.9999,1,0,34,9,28,"Low",1.1,2
1965,230,"SPN",32056000,0,0.9827,0,3e-04,0,0.983,0,0,0,3e-04,3e-04,0,0,0,0,0,0,4e-04,4e-04,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0.0162,0,1,1,0,234,8,28,"Low",1.1,20
1970,230,"SPN",33779000,0,0.9801,1e-04,3e-04,0,0.9804,0,0,0,3e-04,3e-04,0,0,0,0,0,0,4e-04,4e-04,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0.0183,4e-04,0.9996,0.9999,0,34,4,10,"Medium",1.1,7
1975,230,"SPN",35596000,0,0.9778,1e-04,3e-04,0,0.9782,0,0,0,3e-04,3e-04,0,0,0,0,0,0,3e-04,3e-04,0,0,1e-04,1e-04,0,0,0,0,1e-04,0,0,0,1e-04,0,0.0205,3e-04,0.9997,0.9999,0,34,9,28,"Low",1.1,2
1980,230,"SPN",37542000,0,0.9784,1e-04,4e-04,0,0.9789,0,0,0,2e-04,2e-04,0,0,0,0,0,0,1e-04,1e-04,0,0,2e-04,2e-04,0,0,0,0,1e-04,0,0,0,2e-04,0,0.0201,1e-04,0.9999,0.9999,0,34,4,10,"Medium",1.1,7
1985,230,"SPN",38474000,0,0.9669,1e-04,3e-04,0,0.9673,0,0,0,3e-04,3e-04,0,0,0,0,0,0,7e-04,7e-04,0,0,3e-04,3e-04,0,0,0,0,2e-04,0,0,0,2e-04,0,0.0307,2e-04,0.9998,0.9999,0,234,2,10,"Medium",1.1,13
1990,230,"SPN",38959000,0,0.9613,1e-04,3e-04,0,0.9616,0,0,0,3e-04,3e-04,0,0,0,0,0,0,0.0044,0.0044,0,0,4e-04,4e-04,0,0,0,0,2e-04,0,0,0,3e-04,0,0.0326,1e-04,0.9999,0.9999,0,34,4,10,"Medium",1.1,7
1995,230,"SPN",39210000,0,0.95,0,0,0,0.95,0,0,0,8e-04,8e-04,0,0,0,0,0,0,0.0077,0.0077,0,0,4e-04,4e-04,0,0,0,0,3e-04,0,0,0,4e-04,0,0.0406,0,1,1.0002,0,234,5,20,"Medium",1.1,1
2000,230,"SPN",39630000,0.0202,0.8403,0,0,0,0.8605,0,0,0,0.0013,0.0013,0,0,0,0,0,0,0.0114,0.0114,0,0,3e-04,3e-04,0,0,0,0,0,0,0,0,0,0,0.125,0.0016,0.9984,1.0001,0,24,4,7,"High",1.1,83
2005,230,"SPN",43398000,0.018,0.8203,0,0,0,0.8383,0,0,0,8e-04,8e-04,0,0,0,0,0,0,0.0253,0.0253,0,0,2e-04,2e-04,0,0,0,0,0,0,0,0,0,0,0.135,4e-04,0.9996,1,0,24,4,7,"High",1.1,83
2010,230,"SPN",46076496,0.026,0.7596,0,0,0.02,0.8056,0,0,0,3e-04,3e-04,0,0,0,0,0,0,0.0304,0.0304,0,0,2e-04,2e-04,0,0,0,0,0,0,0,0,0,0,0.16,0.0035,0.9965,1,0,24,4,7,"High",1.1,83
1995,232,"AND",68000,0.01,0.9118,0,0,0,0.9218,0,0,0,0.0038,0.0038,0,0,0,0,0,0,0.0066,0.0066,0,0,0,0,0,0.003,0,0,0.0015,0,0,0,0,0,0.0632,1e-04,0.9999,1,0,34,9,28,"Low",1.1,2
2000,232,"AND",78000,0,0.9,0,0,0.0352,0.9352,0,0,0,0,0,0,0,0,0,0,0,0.0064,0.0064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575,8e-04,0.9992,0.9999,0,24,5,20,"Medium",1.1,83
2005,232,"AND",79000,0,0.9,0,0,0.0423,0.9423,0,0,0,0,0,0,0,0,0,0,0,0.0051,0.0051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519,7e-04,0.9993,1,0,24,5,20,"Medium",1.1,83
2010,232,"AND",85500,0.0035,0.8544,0,0,0.049,0.907,0,0,0,0,0,0,0,0,0,0,0,0.009,0.009,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0,0.0796,9e-04,0.9991,1,0,24,5,20,"Medium",1.1,83
1945,235,"POR",8050000,0.0025,0.9719,1e-04,2e-04,0.0174,0.992,0,0,0,1e-04,1e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0079,0,1,1,0,34,99,35,"Low",1.1,99
1950,235,"POR",8405000,0.0036,0.9599,1e-04,2e-04,0.024,0.9877,0,0,0,1e-04,1e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121,0,1,0.9999,0,4,4,30,"Low",1.1,7
1955,235,"POR",8610000,0.0047,0.953,1e-04,3e-04,0.0285,0.9865,0,0,0,1e-04,1e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133,0,1,0.9999,0,34,99,35,"Low",1.1,99
1960,235,"POR",8943000,0.0067,0.9351,1e-04,3e-04,0.0351,0.9773,0,0,0,1e-04,1e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165,0.0061,0.9939,1,0,34,3,10,"Medium",1.1,14
1965,235,"POR",9129000,0.0082,0.9321,1e-04,4e-04,0.0156,0.9564,0,0,0,1e-04,1e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255,0.018,0.982,1,0,34,8,28,"Low",1.1,20
1970,235,"POR",9044000,0.01,0.92,1e-04,4e-04,0.0339,0.9644,0,0,0,2e-04,2e-04,0,0,0,0,0,0,1e-04,1e-04,0,0,0,0,0,0,0,0,2e-04,0,0,0,0,0,0.0352,0,1,1.0001,0,34,4,10,"Medium",1.1,7
1975,235,"POR",9093000,0.0068,0.92,1e-04,4e-04,0.0311,0.9584,0,0,0,1e-04,1e-04,0,0,0,0,0,0,5e-04,5e-04,0,0,0,0,0,0,0,0,2e-04,0,0,0,0,0,0.0399,9e-04,0.9991,1,0,34,9,28,"Low",1.1,2
1980,235,"POR",9766000,0.0033,0.8893,1e-04,5e-04,0.0627,0.9559,0,0,0,1e-04,1e-04,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0,0,0,0,2e-04,0,0,0,0,0,0.0417,0.0011,0.9989,1,0,24,5,20,"Medium",1.1,1
1985,235,"POR",10011000,0.0055,0.8858,1e-04,4e-04,0.0597,0.9515,0,0,0,1e-04,1e-04,0,0,0,0,0,0,0.0015,0.0015,0,0,0,0,0,0,0,0,2e-04,0,0,0,0,0,0.0451,0.0017,0.9983,1.0001,0,34,5,24,"Medium",1.1,1
1990,235,"POR",9899000,0.0078,0.9142,1e-04,3e-04,0.0215,0.944,0,0,0,1e-04,1e-04,0,0,0,0,0,0,0.002,0.002,0,0,0.0051,0.0051,0,0,0,0,2e-04,0,0,0,0.0018,2e-04,0.04,0.0067,0.9933,1.0001,0,34,4,10,"Medium",1.1,7
1995,235,"POR",9916000,0.01,0.8978,1e-04,3e-04,0.026,0.9342,0,0,0,0,0,0,0,0,0,0,0,0.0029,0.0029,0,0,0.0053,0.0053,0,0,0,0,2e-04,0,0,0,0.0019,2e-04,0.0534,0.0018,0.9982,0.9999,0,34,5,24,"Medium",1.1,1
2000,235,"POR",9875000,0.04,0.8,0.0018,3e-04,0.0124,0.8545,0,0,0,2e-04,2e-04,0,0,0,0,0,0,0.0035,0.0035,0,0,0.0056,0.0056,0,7e-04,0,0,2e-04,0,0,0,0.0022,0,0.0347,0.0984,0.9016,1,0,24,8,24,"Medium",1.1,83
2005,235,"POR",10549000,0.0228,0.7906,0.0039,3e-04,0.0149,0.8324,0,0,0,2e-04,2e-04,0,0,0,0,0,0,0.006,0.006,0,0,0.0054,0.0054,0,6e-04,0,0,2e-04,0,0,0,0.001,0,0.0511,0.103,0.897,0.9999,0,34,8,30,"Low",1.1,99
